root,"root node",,0
80740,"lymphocyte antigen 6 family member G6C",v21_40,1
80740,"lymphocyte antigen 6 family member G6C",v27_40,1
80740,"lymphocyte antigen 6 family member G6C",v39_40,1
80741,"lymphocyte antigen 6 family member G5C",v16_40,1
80741,"lymphocyte antigen 6 family member G5C",v24_40,1
80741,"lymphocyte antigen 6 family member G5C",v35_40,1
80742,"proline rich 3",v15_40,1
80755,"alanyl-tRNA synthetase domain containing 1",v24_40,1
80755,"alanyl-tRNA synthetase domain containing 1",v26_40,1
80763,"spexin hormone",v38_40,1
80764,"THAP domain containing 7",v24_40,1
80764,"THAP domain containing 7",v35_40,1
80765,"StAR related lipid transfer domain containing 5",v19_40,1
80774,"LIM domain containing 2",v12_40,1
80774,"LIM domain containing 2",v14_40,1
80774,"LIM domain containing 2",v15_40,1
80774,"LIM domain containing 2",v16_40,1
80777,"cytochrome b5 type B",v37_40,1
80781,"collagen type XVIII alpha 1 chain",v31_40,1
80829,"ZFP91 zinc finger protein, atypical E3 ubiquitin ligase",v06_40,1
80829,"ZFP91 zinc finger protein, atypical E3 ubiquitin ligase",v38_40,1
80830,"apolipoprotein L6",v30_40,1
80830,"apolipoprotein L6",v31_40,1
80852,"glutamate receptor interacting protein 2",v26_40,1
80864,"EGF like domain multiple 8",v06_40,1
80896,"N-acetylneuraminate pyruvate lyase",v16_40,1
80896,"N-acetylneuraminate pyruvate lyase",v21_40,1
80896,"N-acetylneuraminate pyruvate lyase",v34_40,1
80975,"transmembrane serine protease 5",v04_40,1
80975,"transmembrane serine protease 5",v06_40,1
81027,"tubulin beta 1 class VI",v16_40,1
81027,"tubulin beta 1 class VI",v19_40,1
81029,"Wnt family member 5B",v22_40,1
81033,"potassium voltage-gated channel subfamily H member 6",v34_40,1
81285,"olfactory receptor family 51 subfamily E member 2",v22_40,1
81488,"RNA polymerase II subunit M",v24_40,1
81490,"phosphatidylserine synthase 2",v24_40,1
81491,"G protein-coupled receptor 63",v24_40,1
81491,"G protein-coupled receptor 63",v38_40,1
81492,"radial spoke head 6 homolog A",v24_40,1
81493,"syncoilin, intermediate filament protein",v26_40,1
81494,"complement factor H related 5",v31_40,1
81501,"dendrocyte expressed seven transmembrane protein",v32_40,1
81533,"integrin alpha FG-GAP repeat containing 1",v21_40,1
81537,"sphingosine-1-phosphate phosphatase 1",v21_40,1
81542,"thioredoxin related transmembrane protein 1",v15_40,1
81544,"glycerophosphodiester phosphodiesterase domain containing 5",v14_40,1
81544,"glycerophosphodiester phosphodiesterase domain containing 5",v21_40,1
81551,"stathmin 4",v01_40,1
81551,"stathmin 4",v02_40,1
81551,"stathmin 4",v03_40,1
81551,"stathmin 4",v04_40,1
81551,"stathmin 4",v06_40,1
81551,"stathmin 4",v07_40,1
81552,"VOPP1 WW domain binding protein",v15_40,1
81553,"CYFIP related Rac1 interactor A",v21_40,1
81554,"RCC1 like",v26_40,1
81555,"Yip1 domain family member 5",v38_40,1
81558,"family with sequence similarity 117 member A",v16_40,1
81570,"caseinolytic mitochondrial matrix peptidase chaperone subunit B",v24_40,1
81577,"glucose-fructose oxidoreductase domain containing 2",v02_40,1
81577,"glucose-fructose oxidoreductase domain containing 2",v27_40,1
81579,"phospholipase A2 group XIIA",v38_40,1
81602,"cytidine and dCMP deaminase domain containing 1",v02_40,1
81602,"cytidine and dCMP deaminase domain containing 1",v24_40,1
81608,"factor interacting with PAPOLA and CPSF1",v24_40,1
81611,"acidic nuclear phosphoprotein 32 family member E",v15_40,1
81611,"acidic nuclear phosphoprotein 32 family member E",v16_40,1
81616,"acyl-CoA synthetase bubblegum family member 2",v24_40,1
81617,"calcium binding protein 39 like",v22_40,1
81620,"chromatin licensing and DNA replication factor 1",v15_40,1
81620,"chromatin licensing and DNA replication factor 1",v16_40,1
81621,"Kazal type serine peptidase inhibitor domain 1",v14_40,1
81626,"SHC binding and spindle associated 1 like",v24_40,1
81628,"TSC22 domain family member 4",v01_40,1
81628,"TSC22 domain family member 4",v03_40,1
81628,"TSC22 domain family member 4",v04_40,1
81628,"TSC22 domain family member 4",v07_40,1
81689,"iron-sulfur cluster assembly 1",v16_40,1
81689,"iron-sulfur cluster assembly 1",v24_40,1
81689,"iron-sulfur cluster assembly 1",v26_40,1
81691,"RNA exonuclease 5",v15_40,1
81691,"RNA exonuclease 5",v16_40,1
81691,"RNA exonuclease 5",v24_40,1
81697,"olfactory receptor family 2 subfamily B member 2",v21_40,1
81788,"NUAK family kinase 2",v27_40,1
81788,"NUAK family kinase 2",v34_40,1
81796,"solute carrier organic anion transporter family member 5A1",v26_40,1
81797,"olfactory receptor family 12 subfamily D member 3",v38_40,1
81831,"neuropilin and tolloid like 2",v14_40,1
81847,"ring finger protein 146",v02_40,1
81848,"sprouty RTK signaling antagonist 4",v37_40,1
81849,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5",v35_40,1
81850,"keratin associated protein 1-3",v19_40,1
81851,"keratin associated protein 1-1",v19_40,1
81858,"SHANK associated RH domain interactor",v24_40,1
81870,"keratin associated protein 9-9",v19_40,1
81870,"keratin associated protein 9-9",v21_40,1
81873,"actin related protein 2/3 complex subunit 5 like",v24_40,1
81873,"actin related protein 2/3 complex subunit 5 like",v27_40,1
81894,"solute carrier family 25 member 28",v24_40,1
81929,"SEH1 like nucleoporin",v15_40,1
81930,"kinesin family member 18A",v15_40,1
81930,"kinesin family member 18A",v16_40,1
81930,"kinesin family member 18A",v24_40,1
81931,"zinc finger protein 93",v15_40,1
83259,"protocadherin 11 Y-linked",v01_40,1
83259,"protocadherin 11 Y-linked",v03_40,1
83259,"protocadherin 11 Y-linked",v21_40,1
83444,"INO80 complex subunit B",v24_40,1
83445,"germ cell associated 1",v24_40,1
83446,"coiled-coil domain containing 70",v24_40,1
83447,"solute carrier family 25 member 31",v24_40,1
83449,"polyamine modulated factor 1 binding protein 1",v24_40,1
83450,"dynein regulatory complex subunit 3",v23_40,1
83450,"dynein regulatory complex subunit 3",v24_40,1
83452,"RAB33B, member RAS oncogene family",v31_40,1
83460,"ER membrane protein complex subunit 6",v24_40,1
83460,"ER membrane protein complex subunit 6",v26_40,1
83461,"cell division cycle associated 3",v15_40,1
83461,"cell division cycle associated 3",v16_40,1
83461,"cell division cycle associated 3",v24_40,1
83461,"cell division cycle associated 3",v30_40,1
83464,"aph-1 homolog B, gamma-secretase subunit",v24_40,1
83475,"deoxyhypusine hydroxylase",v04_40,1
83478,"Rho GTPase activating protein 24",v34_40,1
83480,"pseudouridine synthase 3",v31_40,1
83481,"epiplakin 1",v19_40,1
83481,"epiplakin 1",v30_40,1
83481,"epiplakin 1",v39_40,1
83482,"scratch family transcriptional repressor 1",v19_40,1
83482,"scratch family transcriptional repressor 1",v38_40,1
83696,"trafficking protein particle complex 9",v35_40,1
83696,"trafficking protein particle complex 9",v38_40,1
83714,"nuclear receptor interacting protein 2",v02_40,1
83714,"nuclear receptor interacting protein 2",v06_40,1
83729,"inhibin subunit beta E",v31_40,1
83737,"itchy E3 ubiquitin protein ligase",v24_40,1
83737,"itchy E3 ubiquitin protein ligase",v27_40,1
83740,"H2A.B variant histone 3",v24_40,1
83740,"H2A.B variant histone 3",v38_40,1
83942,"testis specific serine kinase 1B",v24_40,1
83988,"neurocalcin delta",v40_40,1
83990,"BRCA1 interacting protein C-terminal helicase 1",v15_40,1
83990,"BRCA1 interacting protein C-terminal helicase 1",v16_40,1
84163,"GTF2I repeat domain containing 2",v38_40,1
84168,"ANTXR cell adhesion molecule 1",v10_40,1
84168,"ANTXR cell adhesion molecule 1",v20_40,1
84168,"ANTXR cell adhesion molecule 1",v22_40,1
84168,"ANTXR cell adhesion molecule 1",v23_40,1
84179,"solute carrier family 49 member 3",v24_40,1
84193,"SET domain containing 3, actin histidine methyltransferase",v26_40,1
84196,"ubiquitin specific peptidase 48",v37_40,1
84218,"TBC1 domain family member 3F",v24_40,1
84220,"RANBP2 like and GRIP domain containing 5",v16_40,1
84220,"RANBP2 like and GRIP domain containing 5",v21_40,1
84220,"RANBP2 like and GRIP domain containing 5",v24_40,1
84220,"RANBP2 like and GRIP domain containing 5",v37_40,1
84223,"IQ motif containing G",v23_40,1
84223,"IQ motif containing G",v24_40,1
84263,"hydroxysteroid dehydrogenase like 2",v26_40,1
84271,"DNA polymerase delta interacting protein 3",v15_40,1
84271,"DNA polymerase delta interacting protein 3",v24_40,1
84288,"EF-hand calcium binding domain 2",v24_40,1
84296,"GINS complex subunit 4",v15_40,1
84296,"GINS complex subunit 4",v16_40,1
84296,"GINS complex subunit 4",v30_40,1
84301,"DNA damage inducible 1 homolog 2",v16_40,1
84301,"DNA damage inducible 1 homolog 2",v22_40,1
84342,"component of oligomeric golgi complex 8",v24_40,1
84516,"dynactin subunit 5",v15_40,1
84516,"dynactin subunit 5",v24_40,1
84561,"solute carrier family 12 member 8",v36_40,1
84561,"solute carrier family 12 member 8",v40_40,1
84612,"par-6 family cell polarity regulator beta",v34_40,1
84612,"par-6 family cell polarity regulator beta",v38_40,1
84619,"zinc finger CCCH-type and G-patch domain containing",v31_40,1
84619,"zinc finger CCCH-type and G-patch domain containing",v34_40,1
84658,"adhesion G protein-coupled receptor E3",v16_40,1
84658,"adhesion G protein-coupled receptor E3",v32_40,1
84669,"ubiquitin specific peptidase 32",v24_40,1
84679,"solute carrier family 9 member A7",v01_40,1
84679,"solute carrier family 9 member A7",v35_40,1
84720,"phosphatidylinositol glycan anchor biosynthesis class O",v21_40,1
84722,"proline and serine rich coiled-coil 1",v01_40,1
84722,"proline and serine rich coiled-coil 1",v03_40,1
84722,"proline and serine rich coiled-coil 1",v04_40,1
84722,"proline and serine rich coiled-coil 1",v07_40,1
84759,"polycomb group ring finger 1",v21_40,1
84759,"polycomb group ring finger 1",v35_40,1
84779,"N-alpha-acetyltransferase 11, NatA catalytic subunit",v21_40,1
84779,"N-alpha-acetyltransferase 11, NatA catalytic subunit",v24_40,1
84804,"major facilitator superfamily domain containing 9",v02_40,1
84804,"major facilitator superfamily domain containing 9",v31_40,1
84823,"lamin B2",v15_40,1
84823,"lamin B2",v27_40,1
84830,"androgen dependent TFPI regulating protein",v30_40,1
84864,"ribosomal oxygenase 2",v36_40,1
84890,"2-aminoethanethiol dioxygenase",v24_40,1
84900,"ring finger protein, transmembrane 2",v01_40,1
84900,"ring finger protein, transmembrane 2",v02_40,1
84900,"ring finger protein, transmembrane 2",v03_40,1
84900,"ring finger protein, transmembrane 2",v06_40,1
84900,"ring finger protein, transmembrane 2",v07_40,1
84900,"ring finger protein, transmembrane 2",v35_40,1
84901,"nuclear factor of activated T cells 2 interacting protein",v15_40,1
84908,"family with sequence similarity 136 member A",v40_40,1
84928,"transmembrane protein 209",v30_40,1
84939,"PWWP domain containing 3A, DNA repair factor",v24_40,1
84951,"tensin 4",v21_40,1
84975,"major facilitator superfamily domain containing 5",v27_40,1
84986,"Rho GTPase activating protein 19",v06_40,1
84986,"Rho GTPase activating protein 19",v14_40,1
84986,"Rho GTPase activating protein 19",v15_40,1
84986,"Rho GTPase activating protein 19",v16_40,1
84986,"Rho GTPase activating protein 19",v24_40,1
85294,"keratin associated protein 2-4",v19_40,1
85352,"shisa like 1",v01_40,1
85352,"shisa like 1",v20_40,1
85359,"DiGeorge syndrome critical region gene 6 like",v24_40,1
85359,"DiGeorge syndrome critical region gene 6 like",v26_40,1
85360,"synapse defective Rho GTPase homolog 1",v21_40,1
85377,"MICAL like 1",v21_40,1
85452,"cilia and flagella associated protein 74",v01_40,1
85452,"cilia and flagella associated protein 74",v02_40,1
85452,"cilia and flagella associated protein 74",v35_40,1
85474,"ladybird homeobox 2",v21_40,1
85474,"ladybird homeobox 2",v35_40,1
85477,"scinderin",v34_40,1
89832,"CHRNA7 (exons 5-10) and FAM7A (exons A-E) fusion",v06_40,1
89832,"CHRNA7 (exons 5-10) and FAM7A (exons A-E) fusion",v24_40,1
89832,"CHRNA7 (exons 5-10) and FAM7A (exons A-E) fusion",v36_40,1
89853,"multivesicular body subunit 12B",v01_40,1
89853,"multivesicular body subunit 12B",v03_40,1
89853,"multivesicular body subunit 12B",v04_40,1
89853,"multivesicular body subunit 12B",v07_40,1
89870,"tripartite motif containing 15",v29_40,1
89870,"tripartite motif containing 15",v30_40,1
89870,"tripartite motif containing 15",v31_40,1
89870,"tripartite motif containing 15",v34_40,1
89870,"tripartite motif containing 15",v38_40,1
89874,"solute carrier family 25 member 21",v16_40,1
89874,"solute carrier family 25 member 21",v24_40,1
89910,"ubiquitin protein ligase E3B",v26_40,1
90141,"EF-hand calcium binding domain 11",v24_40,1
90233,"zinc finger protein 551",v15_40,1
90273,"CEA cell adhesion molecule 21",v03_40,1
90273,"CEA cell adhesion molecule 21",v16_40,1
90333,"zinc finger protein 468",v21_40,1
90333,"zinc finger protein 468",v22_40,1
90362,"family with sequence similarity 110 member B",v02_40,1
90362,"family with sequence similarity 110 member B",v14_40,1
90379,"DDB1 and CUL4 associated factor 15",v15_40,1
90379,"DDB1 and CUL4 associated factor 15",v24_40,1
90411,"multiple coagulation factor deficiency 2, ER cargo receptor complex subunit",v37_40,1
90411,"multiple coagulation factor deficiency 2, ER cargo receptor complex subunit",v38_40,1
90411,"multiple coagulation factor deficiency 2, ER cargo receptor complex subunit",v40_40,1
90634,"NEDD4 binding protein 2 like 1",v15_40,1
90634,"NEDD4 binding protein 2 like 1",v31_40,1
90665,"transducin beta like 1 Y-linked",v22_40,1
90665,"transducin beta like 1 Y-linked",v34_40,1
90665,"transducin beta like 1 Y-linked",v36_40,1
90665,"transducin beta like 1 Y-linked",v38_40,1
90806,"angel homolog 2",v15_40,1
90957,"DExH-box helicase 57",v24_40,1
91137,"solute carrier family 25 member 46",v26_40,1
91227,"gamma-glutamyltransferase light chain 2",v22_40,1
91227,"gamma-glutamyltransferase light chain 2",v24_40,1
91227,"gamma-glutamyltransferase light chain 2",v31_40,1
91227,"gamma-glutamyltransferase light chain 2",v32_40,1
91227,"gamma-glutamyltransferase light chain 2",v34_40,1
91227,"gamma-glutamyltransferase light chain 2",v36_40,1
91227,"gamma-glutamyltransferase light chain 2",v38_40,1
91289,"lipase maturation factor 2",v38_40,1
91300,"R3H domain containing 4",v16_40,1
91355,"LDL receptor related protein 5 like",v31_40,1
91355,"LDL receptor related protein 5 like",v36_40,1
91369,"ankyrin repeat domain 40",v04_40,1
91369,"ankyrin repeat domain 40",v07_40,1
91442,"FA core complex associated protein 24",v24_40,1
91543,"radical S-adenosyl methionine domain containing 2",v16_40,1
91752,"zinc finger protein 804A",v01_40,1
91752,"zinc finger protein 804A",v02_40,1
91752,"zinc finger protein 804A",v03_40,1
91752,"zinc finger protein 804A",v06_40,1
91752,"zinc finger protein 804A",v07_40,1
91775,"neurexophilin and PC-esterase domain family member 3",v26_40,1
91782,"charged multivesicular body protein 7",v12_40,1
91782,"charged multivesicular body protein 7",v14_40,1
91782,"charged multivesicular body protein 7",v15_40,1
91782,"charged multivesicular body protein 7",v37_40,1
91860,"calmodulin like 4",v29_40,1
91860,"calmodulin like 4",v30_40,1
91860,"calmodulin like 4",v34_40,1
91966,"endothelium and lymphocyte associated ASCH domain 1",v21_40,1
91966,"endothelium and lymphocyte associated ASCH domain 1",v37_40,1
91977,"myozenin 3",v26_40,1
91977,"myozenin 3",v27_40,1
92086,"gamma-glutamyltransferase light chain 1",v22_40,1
92086,"gamma-glutamyltransferase light chain 1",v24_40,1
92086,"gamma-glutamyltransferase light chain 1",v32_40,1
92086,"gamma-glutamyltransferase light chain 1",v34_40,1
92104,"tetratricopeptide repeat domain 30A",v24_40,1
92170,"mitochondrial ribosome associated GTPase 1",v24_40,1
92211,"cadherin related family member 1",v19_40,1
92211,"cadherin related family member 1",v30_40,1
92335,"STE20 related adaptor alpha",v24_40,1
92342,"methyltransferase like 18",v15_40,1
92346,"chromosome 1 open reading frame 105",v24_40,1
92483,"lactate dehydrogenase A like 6B",v24_40,1
92552,"ataxin 3 like",v24_40,1
92558,"BICD family like cargo adaptor 1",v02_40,1
92558,"BICD family like cargo adaptor 1",v15_40,1
92558,"BICD family like cargo adaptor 1",v34_40,1
92558,"BICD family like cargo adaptor 1",v35_40,1
92558,"BICD family like cargo adaptor 1",v38_40,1
92579,"glucose-6-phosphatase catalytic subunit 3",v06_40,1
92595,"zinc finger protein 764",v24_40,1
92703,"transmembrane protein 183A",v01_40,1
92703,"transmembrane protein 183A",v02_40,1
92703,"transmembrane protein 183A",v03_40,1
92703,"transmembrane protein 183A",v06_40,1
92703,"transmembrane protein 183A",v24_40,1
93081,"testis expressed 30",v15_40,1
93081,"testis expressed 30",v24_40,1
93081,"testis expressed 30",v31_40,1
93129,"ORAI calcium release-activated calcium modulator 3",v31_40,1
93408,"myosin light chain 10",v26_40,1
93436,"armadillo repeat containing 6",v31_40,1
93594,"TBC1 domain family member 31",v15_40,1
93643,"tight junction associated protein 1",v04_40,1
93659,"chorionic gonadotropin subunit beta 5",v21_40,1
93664,"calcium dependent secretion activator 2",v02_40,1
93974,"ATP synthase inhibitory factor subunit 1",v24_40,1
94025,"mucin 16, cell surface associated",v20_40,1
94025,"mucin 16, cell surface associated",v23_40,1
94026,"POM121 transmembrane nucleoporin like 2",v24_40,1
94027,"chorionic gonadotropin subunit beta 7",v21_40,1
94081,"sideroflexin 1",v31_40,1
94081,"sideroflexin 1",v34_40,1
94104,"PAX3 and PAX7 binding protein 1",v15_40,1
94104,"PAX3 and PAX7 binding protein 1",v21_40,1
94104,"PAX3 and PAX7 binding protein 1",v24_40,1
94115,"chorionic gonadotropin subunit beta 8",v21_40,1
94239,"H2A.Z variant histone 2",v15_40,1
94239,"H2A.Z variant histone 2",v16_40,1
96764,"trimethylguanosine synthase 1",v15_40,1
112398,"egl-9 family hypoxia inducible factor 2",v24_40,1
112399,"egl-9 family hypoxia inducible factor 3",v19_40,1
112399,"egl-9 family hypoxia inducible factor 3",v21_40,1
112399,"egl-9 family hypoxia inducible factor 3",v25_40,1
112611,"RWD domain containing 2A",v22_40,1
112611,"RWD domain containing 2A",v24_40,1
112714,"tubulin alpha 3e",v24_40,1
112869,"SAGA complex associated factor 29",v24_40,1
113177,"IZUMO family member 4",v24_40,1
113251,"La ribonucleoprotein 4",v26_40,1
113251,"La ribonucleoprotein 4",v31_40,1
113419,"testis expressed 261",v24_40,1
113457,"tubulin alpha 3d",v24_40,1
113835,"zinc finger protein 257",v14_40,1
113835,"zinc finger protein 257",v15_40,1
113835,"zinc finger protein 257",v24_40,1
113878,"deltex E3 ubiquitin ligase 2",v24_40,1
113878,"deltex E3 ubiquitin ligase 2",v27_40,1
114034,"target of EGR1, exonuclease",v24_40,1
114049,"BUD23 rRNA methyltransferase and ribosome maturation factor",v24_40,1
114088,"tripartite motif containing 9",v01_40,1
114088,"tripartite motif containing 9",v02_40,1
114088,"tripartite motif containing 9",v03_40,1
114088,"tripartite motif containing 9",v04_40,1
114088,"tripartite motif containing 9",v06_40,1
114088,"tripartite motif containing 9",v07_40,1
114088,"tripartite motif containing 9",v35_40,1
114327,"EF-hand domain containing 1",v24_40,1
114335,"chorionic gonadotropin subunit beta 1",v21_40,1
114336,"chorionic gonadotropin subunit beta 2",v21_40,1
114548,"NLR family pyrin domain containing 3",v16_40,1
114625,"erythroblast membrane associated protein (Scianna blood group)",v16_40,1
114791,"tubulin gamma complex associated protein 5",v24_40,1
114885,"oxysterol binding protein like 11",v26_40,1
114897,"C1q and TNF related 1",v10_40,1
114897,"C1q and TNF related 1",v11_40,1
114897,"C1q and TNF related 1",v17_40,1
115123,"membrane associated ring-CH-type finger 3",v24_40,1
115123,"membrane associated ring-CH-type finger 3",v40_40,1
115290,"F-box protein 17",v31_40,1
115290,"F-box protein 17",v34_40,1
115817,"dehydrogenase/reductase 1",v27_40,1
115817,"dehydrogenase/reductase 1",v31_40,1
116039,"odd-skipped related transciption factor 2",v20_40,1
116138,"kelch domain containing 3",v01_40,1
116138,"kelch domain containing 3",v02_40,1
116138,"kelch domain containing 3",v03_40,1
116138,"kelch domain containing 3",v24_40,1
116138,"kelch domain containing 3",v26_40,1
116150,"NUS1 dehydrodolichyl diphosphate synthase subunit",v15_40,1
116150,"NUS1 dehydrodolichyl diphosphate synthase subunit",v21_40,1
116150,"NUS1 dehydrodolichyl diphosphate synthase subunit",v38_40,1
116151,"family with sequence similarity 210 member B",v38_40,1
116372,"LY6/PLAUR domain containing 1",v01_40,1
116372,"LY6/PLAUR domain containing 1",v03_40,1
116372,"LY6/PLAUR domain containing 1",v07_40,1
116372,"LY6/PLAUR domain containing 1",v23_40,1
116372,"LY6/PLAUR domain containing 1",v35_40,1
116832,"ribosomal protein L39 like",v24_40,1
116986,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 2",v02_40,1
117155,"cation channel sperm associated 2",v02_40,1
117155,"cation channel sperm associated 2",v24_40,1
117178,"SSX family member 2 interacting protein",v01_40,1
117178,"SSX family member 2 interacting protein",v02_40,1
117178,"SSX family member 2 interacting protein",v24_40,1
117247,"solute carrier family 16 member 10",v15_40,1
117247,"solute carrier family 16 member 10",v38_40,1
122616,"clathrin binding box of aftiphilin containing 1",v24_40,1
122616,"clathrin binding box of aftiphilin containing 1",v35_40,1
122616,"clathrin binding box of aftiphilin containing 1",v36_40,1
123872,"dynein axonemal assembly factor 1",v24_40,1
123876,"acyl-CoA synthetase medium chain family member 2A",v31_40,1
123876,"acyl-CoA synthetase medium chain family member 2A",v34_40,1
124152,"IQ motif containing K",v24_40,1
124222,"progestin and adipoQ receptor family member 4",v01_40,1
124222,"progestin and adipoQ receptor family member 4",v03_40,1
124222,"progestin and adipoQ receptor family member 4",v04_40,1
124222,"progestin and adipoQ receptor family member 4",v07_40,1
124583,"calcium activated nucleotidase 1",v21_40,1
124583,"calcium activated nucleotidase 1",v22_40,1
124583,"calcium activated nucleotidase 1",v28_40,1
124583,"calcium activated nucleotidase 1",v30_40,1
124583,"calcium activated nucleotidase 1",v40_40,1
124641,"OVCA2 serine hydrolase domain containing",v35_40,1
124801,"LSM12 homolog",v24_40,1
125893,"zinc finger protein 816",v29_40,1
125893,"zinc finger protein 816",v38_40,1
126017,"zinc finger protein 813",v22_40,1
126321,"major facilitator superfamily domain containing 12",v15_40,1
126321,"major facilitator superfamily domain containing 12",v21_40,1
126321,"major facilitator superfamily domain containing 12",v34_40,1
126353,"mitotic spindle positioning",v30_40,1
126393,"heat shock protein family B (small) member 6",v17_40,1
127544,"ring finger protein 19B",v24_40,1
127703,"chromosome 1 open reading frame 216",v01_40,1
127703,"chromosome 1 open reading frame 216",v03_40,1
127703,"chromosome 1 open reading frame 216",v06_40,1
127833,"synaptotagmin 2",v02_40,1
129080,"EMI domain containing 1",v14_40,1
130916,"mitochondrial transcription termination factor 4",v15_40,1
130916,"mitochondrial transcription termination factor 4",v22_40,1
131578,"leucine rich repeat containing 15",v11_40,1
131578,"leucine rich repeat containing 15",v17_40,1
131578,"leucine rich repeat containing 15",v19_40,1
131578,"leucine rich repeat containing 15",v28_40,1
131578,"leucine rich repeat containing 15",v39_40,1
135138,"parkin coregulated",v23_40,1
135138,"parkin coregulated",v24_40,1
135138,"parkin coregulated",v35_40,1
137392,"CBY1 interacting BAR domain containing 1",v38_40,1
138046,"RALY RNA binding protein like",v01_40,1
138046,"RALY RNA binding protein like",v02_40,1
138046,"RALY RNA binding protein like",v03_40,1
138046,"RALY RNA binding protein like",v06_40,1
138046,"RALY RNA binding protein like",v07_40,1
138046,"RALY RNA binding protein like",v34_40,1
138046,"RALY RNA binding protein like",v35_40,1
138046,"RALY RNA binding protein like",v37_40,1
138162,"chromosome 9 open reading frame 116",v23_40,1
138162,"chromosome 9 open reading frame 116",v24_40,1
139081,"MAGE family member C3",v26_40,1
139081,"MAGE family member C3",v38_40,1
139322,"apolipoprotein O like",v26_40,1
140459,"ankyrin repeat and SOCS box containing 6",v06_40,1
140461,"ankyrin repeat and SOCS box containing 8",v26_40,1
140462,"ankyrin repeat and SOCS box containing 9",v14_40,1
140462,"ankyrin repeat and SOCS box containing 9",v24_40,1
140462,"ankyrin repeat and SOCS box containing 9",v31_40,1
140462,"ankyrin repeat and SOCS box containing 9",v34_40,1
140462,"ankyrin repeat and SOCS box containing 9",v38_40,1
140465,"myosin light chain 6B",v24_40,1
140465,"myosin light chain 6B",v26_40,1
140545,"ring finger protein 32",v07_40,1
140545,"ring finger protein 32",v24_40,1
140578,"chondrolectin",v14_40,1
140578,"chondrolectin",v24_40,1
140801,"ribosomal protein L10 like",v24_40,1
140801,"ribosomal protein L10 like",v38_40,1
140883,"zinc finger protein 280B",v24_40,1
142684,"RAB40A, member RAS oncogene family",v38_40,1
143244,"eukaryotic translation initiation factor 5A like 1",v38_40,1
144195,"solute carrier family 2 member 14",v11_40,1
144195,"solute carrier family 2 member 14",v16_40,1
144195,"solute carrier family 2 member 14",v24_40,1
144195,"solute carrier family 2 member 14",v32_40,1
144404,"transmembrane protein 120B",v02_40,1
144406,"cilia and flagella associated protein 251",v06_40,1
145389,"solute carrier family 38 member 6",v24_40,1
145781,"GCOM1, MYZAP-POLR2M combined locus",v24_40,1
146227,"brain expressed associated with NEDD4 1",v06_40,1
146227,"brain expressed associated with NEDD4 1",v21_40,1
146542,"zinc finger protein 688",v24_40,1
146562,"dynein axonemal assembly factor 8",v24_40,1
146562,"dynein axonemal assembly factor 8",v38_40,1
147166,"tripartite motif containing 16 like",v27_40,1
147339,"chromosome 18 open reading frame 25",v15_40,1
147339,"chromosome 18 open reading frame 25",v16_40,1
147339,"chromosome 18 open reading frame 25",v26_40,1
147339,"chromosome 18 open reading frame 25",v27_40,1
148066,"zinc and ring finger 4",v24_40,1
148229,"ATPase phospholipid transporting 8B3",v24_40,1
148229,"ATPase phospholipid transporting 8B3",v38_40,1
148753,"family with sequence similarity 163 member A",v03_40,1
148753,"family with sequence similarity 163 member A",v15_40,1
148753,"family with sequence similarity 163 member A",v24_40,1
148753,"family with sequence similarity 163 member A",v35_40,1
149111,"cornichon family AMPA receptor auxiliary protein 3",v01_40,1
149111,"cornichon family AMPA receptor auxiliary protein 3",v03_40,1
149111,"cornichon family AMPA receptor auxiliary protein 3",v06_40,1
149111,"cornichon family AMPA receptor auxiliary protein 3",v38_40,1
149986,"LSM family member 14B",v02_40,1
149986,"LSM family member 14B",v26_40,1
150160,"chaperonin containing TCP1 subunit 8 like 2",v24_40,1
150160,"chaperonin containing TCP1 subunit 8 like 2",v38_40,1
150726,"F-box protein 41",v01_40,1
150726,"F-box protein 41",v02_40,1
151011,"septin 10",v24_40,1
151050,"KAT8 regulatory NSL complex subunit 1 like",v15_40,1
151050,"KAT8 regulatory NSL complex subunit 1 like",v24_40,1
151313,"fumarylacetoacetate hydrolase domain containing 2B",v24_40,1
151313,"fumarylacetoacetate hydrolase domain containing 2B",v31_40,1
151313,"fumarylacetoacetate hydrolase domain containing 2B",v40_40,1
152015,"rhophilin associated tail protein 1B",v19_40,1
152015,"rhophilin associated tail protein 1B",v24_40,1
152015,"rhophilin associated tail protein 1B",v39_40,1
152015,"rhophilin associated tail protein 1B",v40_40,1
152185,"spindle and centriole associated protein 1",v21_40,1
152559,"progestin and adipoQ receptor family member 3",v24_40,1
154796,"angiomotin",v26_40,1
157680,"vacuolar protein sorting 13 homolog B",v21_40,1
157869,"somatomedin B and thrombospondin type 1 domain containing",v06_40,1
157869,"somatomedin B and thrombospondin type 1 domain containing",v07_40,1
157869,"somatomedin B and thrombospondin type 1 domain containing",v11_40,1
157922,"calmodulin regulated spectrin associated protein 1",v02_40,1
157922,"calmodulin regulated spectrin associated protein 1",v24_40,1
157922,"calmodulin regulated spectrin associated protein 1",v26_40,1
157922,"calmodulin regulated spectrin associated protein 1",v27_40,1
158471,"prune homolog 2 with BCH domain",v06_40,1
